dataset_type,value
original,3239536
original,2326133
original,7948140
original,5720626
original,6221714
original,6374825
original,5005858
original,7028722
original,8221252
original,8975708
original,3415871
original,1877971
original,7997488
original,6814612
original,4963401
original,2866757
original,9725529
original,5913318
original,6741286
original,1577969
original,3651387
original,1711672
original,5905950
original,3212883
original,3028631
original,7232212
original,6423959
original,6984297
original,4024733
original,4859221
original,9802630
original,3801250
original,9340854
original,19675
original,8462605
original,9356169
original,486799
original,6810805
original,2238057
original,4464344
original,566088
original,6558947
original,658003
original,805113
original,9322004
original,5028035
original,4034464
original,9992154
original,2092101
original,5995134
original,9844689
original,8503967
original,6208714
original,6762126
original,6342057
original,3541483
original,1512760
original,9851044
original,3557689
original,1863236
original,7863426
original,9988400
original,450930
original,7402324
original,7946232
original,3498408
original,5403252
original,91006
original,4151785
original,688725
original,9177376
original,206487
original,6389308
original,3637820
original,3284321
original,7018523
original,678841
original,5420712
original,3452501
original,8433840
original,2445840
original,5451973
original,1379904
original,7353172
original,1437188
original,1656321
original,538645
original,9960559
original,5354552
original,4525121
original,5832801
original,6911855
original,6550091
original,7790574
original,3366823
original,7370683
original,2167354
original,9485961
original,6439522
original,5047999
original,4385010
original,4818750
original,4991536
original,9212863
original,3471750
original,4475156
original,2765331
original,8070297
original,8976766
original,2630723
original,865139
original,9967246
original,7543159
original,5384935
original,2901717
original,6285939
original,6816525
original,2211738
original,5692796
original,8678376
original,6822567
original,2639929
original,3133211
original,7440449
original,1726199
original,5071915
original,443945
original,7382003
original,6310114
original,21253
original,3603110
original,2276787
original,7690840
original,6501553
original,9338770
original,1274634
original,2755063
original,1228807
original,8511383
original,5163515
original,7601748
original,4463158
original,8803208
original,6181422
original,2269070
original,4413359
original,7640167
original,2831569
original,7322153
original,9837371
original,2519507
original,1256715
original,8468865
original,1526534
original,824143
original,7346562
original,3802986
original,371616
original,1960155
original,9163766
original,2710527
original,1768967
original,9304991
original,8370043
original,279215
original,2843236
original,7379933
original,8661957
original,6153973
original,6035218
original,1960584
original,6223754
original,5585709
original,9804815
original,578688
original,4226156
original,5755892
original,7983372
original,8127747
original,4227995
original,7337694
original,8921334
original,3952255
original,3817242
original,4990488
original,239968
original,8677571
original,2592536
original,5504381
original,519165
original,4414084
original,3440866
original,3878363
original,1027557
original,7435697
original,5898885
original,7601723
original,7946155
original,5688238
original,9594731
original,6703560
original,1785559
original,8697057
original,533634
original,3932747
original,8578845
original,8102873
original,9244655
original,4623636
original,7556855
original,5334233
original,1406368
original,6841300
original,9234082
original,5785267
original,1224744
original,5970226
original,4862894
original,2131018
original,8210710
original,3489429
original,6888260
original,6478443
original,294746
original,5710754
original,5432019
original,4352892
original,1702159
original,3757985
original,3802177
original,8512558
original,1153224
original,2650235
original,4740039
original,8299350
original,9693374
original,2303554
original,4020120
original,2946862
original,2676517
original,4307086
original,7331006
original,9015828
original,8329442
original,6169912
original,8831924
original,3517741
original,6168563
original,3456653
original,5429219
original,475595
original,9854352
original,1888806
original,2148091
original,3961676
original,1760462
original,4058848
original,809178
original,7932310
original,4777402
original,6934106
original,7486327
original,2562605
original,721037
original,5507683
original,6417954
original,1021469
original,6756350
original,5779277
original,2892371
original,6970199
original,463001
original,6011493
original,2822136
original,515693
original,2636722
original,7818114
original,239017
original,414994
original,941768
original,5712044
original,8043846
original,1076941
original,465982
original,2538568
original,273146
original,5453174
original,6124152
original,1164795
original,9777938
original,7130030
original,2677747
original,2409381
original,7026492
original,8309411
original,6859216
original,2943295
original,3283616
original,77175
original,2078808
original,1357453
original,3011786
original,95028
original,1558242
original,4319453
original,4948008
original,5445315
original,8552442
original,2367555
original,9618395
original,3012359
original,9714177
original,9805436
original,2414165
original,7204776
original,3208823
original,7457918
original,5051646
original,3625654
original,285711
original,5278172
original,9511997
original,6912880
original,575919
original,3331106
original,9241354
original,422381
original,976433
original,8222462
original,4900164
original,9909551
original,6336356
original,5679042
original,401067
original,7094176
original,460796
original,7740616
original,5994376
original,5289283
original,5858338
original,4989904
original,9392609
original,312023
original,6270016
original,7320583
original,7822636
original,3177902
original,755111
original,2320715
original,2234805
original,4304459
original,1899054
original,3457550
original,1550184
original,4174482
original,8153113
original,3273523
original,8477276
original,6961383
original,7960339
original,2770742
original,2770374
original,7296405
original,6846539
original,8659522
original,4109803
original,5636289
original,8751063
original,1034586
original,6040502
original,5547094
original,3100581
original,2661637
original,3672277
original,2084504
original,3021372
original,4854042
original,2471378
original,3830121
original,5353912
original,1353324
original,6753008
original,6124386
original,3372455
original,4268173
original,6034722
original,9258415
original,7010131
original,4396720
original,4070028
original,7951036
original,6869989
original,1369277
original,5522567
original,6722090
original,749971
original,8222502
original,7749972
original,4460276
original,7456688
original,4075837
original,9730665
original,2233706
original,6094645
original,8874365
original,2054376
original,1185111
original,4961828
original,7732752
original,2392919
original,1500948
original,6327090
original,4107834
original,2408630
original,9983526
original,5837196
original,8095213
original,2702994
original,5919626
original,5557805
original,4902444
original,192512
original,3714379
original,5845447
original,1549420
original,3345647
original,8312934
original,3900379
original,3804409
original,6722055
original,9035949
original,1520982
original,6281646
original,3998422
original,6426288
original,9590446
original,2164563
original,5181377
original,5281091
original,4408285
original,8012369
original,4204955
original,5059667
original,8090736
original,2985696
original,8143179
original,8826233
original,3301106
original,1372070
original,2593726
original,6721308
original,8241353
original,5670706
original,4450252
original,9958665
original,9249677
original,9245234
original,8494630
original,5655635
original,4975045
original,470529
original,161445
original,3834242
original,6494503
original,684029
original,5337355
original,8898978
original,6981440
original,3999694
original,3308505
original,8201428
original,208944
original,5186686
original,7576472
original,1361303
original,4201765
original,7964443
original,2894100
original,4666805
original,1197162
original,1046161
original,6674851
original,4688482
original,8348022
original,6983604
original,1897501
original,4754619
original,6465377
original,6129439
original,9061826
original,3885250
original,8991899
original,4902059
original,6607912
original,5573694
original,5228566
original,719407
original,2538143
original,337913
original,328821
original,3887008
original,6725275
original,3615652
original,5193734
original,8457411
original,7772580
original,807744
original,9137344
original,5720622
original,9088147
original,8634012
original,6933705
original,5545403
original,17297
original,788443
original,3265962
original,6010334
original,9615754
original,5752613
original,1333572
original,5637025
original,8072879
original,9004471
original,4701669
original,3765056
original,3325315
original,5217092
original,8264605
original,828791
original,3820887
original,6652346
original,2846274
original,5988099
original,7069337
original,7871917
original,5446079
original,376794
original,3878450
original,3033349
original,9910074
original,6407054
original,782877
original,4902825
original,7068132
original,6299492
original,5798946
original,7236694
original,5928643
original,9724700
original,6049850
original,850350
original,8556255
original,2333679
original,435477
original,7736484
original,5651944
original,4327308
original,1581420
original,786261
original,3494708
original,6952314
original,3079042
original,6665769
original,6538655
original,8514668
original,5968633
original,6898046
original,3077099
original,2844180
original,6758699
original,7983939
original,5066112
original,4093886
original,8950668
original,5301358
original,1506145
original,2648202
original,1192931
original,4889084
original,7133456
original,871522
original,6049531
original,9930855
original,6890709
original,2181906
original,8990884
original,1500134
original,2604884
original,1705243
original,4274692
original,239779
original,2975605
original,5099154
original,6289249
original,8152885
original,9176748
original,6164014
original,7499412
original,6216074
original,5333968
original,4588727
original,8325032
original,8978989
original,3683909
original,1539600
original,7465106
original,5083801
original,2227503
original,3070771
original,1143647
original,7156406
original,1416953
original,2694245
original,421280
original,909245
original,341207
original,1230746
original,3289791
original,592632
original,9860786
original,1162189
original,5730385
original,8802907
original,2381486
original,6713070
original,8168326
original,5393455
original,125438
original,3770183
original,7085904
original,6699744
original,9024327
original,2801445
original,9196866
original,6839789
original,8570556
original,2582814
original,3769457
original,1206751
original,953692
original,217770
original,4099906
original,4836917
original,6969129
original,5910184
original,6082199
original,5301533
original,1790008
original,1826525
original,4513070
original,9727138
original,7417874
original,6151537
original,4466951
original,1478768
original,7089478
original,9953821
original,5124674
original,8326435
original,9076760
original,402980
original,9426944
original,9557540
original,7557260
original,6932667
original,9837695
original,2531528
original,2108542
original,6922496
original,9326243
original,3502626
original,1386689
original,2846230
original,2118433
original,5553535
original,3678621
original,4556766
original,6227018
original,5000546
original,9686599
original,6971138
original,8607009
original,9373740
original,8547900
original,7545189
original,8852545
original,2681206
original,9580705
original,6643433
original,187771
original,237199
original,7290213
original,2857281
original,2274316
original,9971822
original,751518
original,8227323
original,513313
original,2332214
original,5081820
original,5266662
original,9042832
original,2250397
original,8291860
original,8843026
original,7726360
original,7846613
original,1472542
original,8333648
original,4473014
original,562621
original,3529801
original,4808163
original,6284851
original,1598099
original,9600177
original,1195885
original,9544691
original,3898190
original,7386133
original,3388445
original,2742974
original,9667788
original,8197590
original,8182535
original,8066513
original,2584182
original,4363089
original,2797921
original,8657768
original,441904
original,5070414
original,5092792
original,578526
original,6612208
original,7587676
original,837393
original,5134544
original,814422
original,5305431
original,9123591
original,2263429
original,3135812
original,2938687
original,5153435
original,1416842
original,3689024
original,4396650
original,3702418
original,3641771
original,6428099
original,4079441
original,5356430
original,6775602
original,960652
original,2188370
original,9937093
original,9955951
original,6985945
original,9144220
original,3994528
original,2076475
original,2141912
original,3144311
original,285622
original,1962889
original,1396436
original,9056148
original,2195690
original,9976844
original,5170080
original,4705815
original,2982410
original,6674192
original,1404355
original,5056093
original,2464722
original,6559442
original,5630761
original,2901092
original,9911142
original,1722907
original,2870574
original,6882799
original,7952017
original,6921983
original,6526925
original,5365986
original,6759291
original,8343528
original,5532388
original,8020364
original,7451747
original,3881857
original,4537871
original,291464
original,4739400
original,118581
original,5370807
original,3852256
original,8727148
original,501590
original,9807020
original,3360492
original,872328
original,4809479
original,3110691
original,1358097
original,8313157
original,1294315
original,6087595
original,2575508
original,9746919
original,4510784
original,9678075
original,164074
original,2570466
original,9179253
original,3287093
original,1017481
original,3594804
original,8451115
original,9494318
original,2338377
original,806564
original,3918949
original,6047511
original,9998081
original,737954
original,2908056
original,7840130
original,8357998
original,9095781
original,5934261
original,4510579
original,9068055
original,9450012
original,7563493
original,2535232
original,7704694
original,2378907
original,6990607
original,4532688
original,7579751
original,7133131
original,2363162
original,4881909
original,5680820
original,9303721
original,2692794
original,2345704
original,8811940
original,8220038
original,8277983
original,292575
original,1459700
original,8417944
original,3201078
original,2607622
original,1886963
original,5304120
original,2772605
original,1447947
original,5813775
original,7242447
original,8278499
original,6472652
original,6606470
original,1498339
original,676296
original,379039
original,528714
original,7035655
original,8368352
original,2911190
original,8941047
original,4142535
original,273452
original,9167491
original,4371047
original,7184872
original,2189921
original,7427297
original,3198156
original,5801038
original,4822139
original,4954582
original,762371
original,3257945
original,8279143
original,5661064
original,3768950
original,142980
original,6500785
original,257354
original,7863438
original,5954075
original,7972368
original,2235883
original,764265
original,6630840
original,5668889
original,308617
original,744748
original,5087692
original,734275
original,6214638
original,9686427
original,9422794
original,8987114
original,5439296
original,6194224
original,8945326
original,6024293
original,6193367
original,9985461
original,5318331
original,8741022
original,2963944
original,3948401
original,124932
original,5234259
original,8656691
original,6850807
original,6280757
original,6784672
original,3877809
original,4876709
original,9947034
original,2592316
original,5895725
original,8677828
original,5438757
original,9783893
original,2664749
original,6728926
original,3999453
original,9795586
original,7246813
original,2921989
original,984156
original,3713543
original,9252267
original,1203920
original,3108591
original,747852
original,9545226
original,5296990
original,6928655
original,9496418
original,9200891
original,1821367
original,3372863
original,2899033
original,1578315
original,7427210
original,8298852
original,6093073
original,1349590
original,5366645
original,5629905
original,3045529
original,5440107
original,7103260
original,7081530
original,9858401
original,2897706
original,8282356
original,3201473
original,9487265
original,9314823
original,6507660
original,1449991
original,6039523
original,5353966
original,6747741
original,5168554
original,424528
original,7990001
original,9000789
original,6450219
original,1650824
original,5265481
original,6702692
original,8527835
original,1773055
original,5192859
original,9080745
original,281854
original,6662314
original,5830395
original,9048935
original,1657153
original,9873863
original,7083610
original,7842680
original,1806684
original,1809858
original,479083
original,9782924
original,1901740
original,5648393
original,6284725
original,7752950
original,6709914
original,7395873
original,4584946
original,8343199
original,4301400
original,4641094
original,2707184
original,7873491
original,3770771
original,1540724
original,5875293
original,1965730
original,7343728
original,9064281
original,7097037
original,4062224
original,1094316
original,4300915
original,6760403
original,6620241
original,1636675
original,9095281
original,801849
original,1161068
original,7370131
original,1035891
original,753494
original,8811785
original,9031370
original,7611432
original,9156484
original,3704697
original,5277420
original,9594792
original,5327580
original,7272003
original,1760511
original,3541815
original,8434610
original,7389844
original,4610146
original,9103947
original,4139289
original,5351826
original,6390459
original,1784006
original,6072310
original,4913478
original,9017497
original,8303143
original,6353300
original,5968333
original,9314387
original,6210958
original,6601457
original,6679155
original,5737580
original,5525724
original,6025095
original,225391
original,6698541
original,191387
original,3632632
original,4608474
original,9762681
original,2535394
original,5596526
original,9813271
original,3291070
original,686268
original,801955
original,9499617
original,2013148
original,6835735
original,4467223
original,9908201
original,2444291
original,147745
original,3792824
original,137686
original,5250295
original,4151923
original,5679980
original,5149534
original,3314344
original,49976
original,2522620
original,2027320
original,1812105
original,5761703
original,1947238
original,9784404
original,6330034
original,4809045
original,8597467
original,6402891
original,7031845
original,5394418
original,45475
original,8080552
original,3303364
original,5396364
original,3239254
original,1099577
original,9232689
original,6483485
original,4623037
original,6959972
original,7232024
original,1602970
original,8191922
original,8274125
original,1531064
original,4411887
original,8615797
original,2076198
original,7466511
original,1468919
original,3281941
original,3410580
original,4999111
original,3685104
original,7659791
original,1420858
original,1748982
original,6563614
original,9833673
original,4896799
original,8466685
original,7479816
original,6007509
original,4445818
original,5122964
original,6433636
original,4095077
original,9172800
original,6263998
original,4630232
original,920114
original,8990499
original,8147047
original,2182926
original,2485670
original,3344250
original,4023278
original,537977
original,9946749
original,3668280
original,2723408
original,4784808
original,6637640
original,6837388
original,4654419
original,8430899
original,4622580
original,4589058
original,7245136
original,8379966
original,2122827
original,7432300
original,7637174
original,708672
original,6921154
original,8725977
original,4507167
original,2227039
original,296063
original,1383875
original,6625169
original,1876336
original,7541586
original,3956778
original,2887757
original,2468665
original,6472973
original,692924
original,2570115
original,1661655
original,7499066
original,4672412
original,3100498
original,9412528
original,7181479
original,3811666
original,3819712
original,1033668
original,7712079
original,5604327
original,2473199
original,8271330
original,8686283
original,708175
original,1867306
original,8652233
original,842840
original,4394643
original,5889118
original,5128643
original,125355
original,4222102
original,615937
original,1375607
original,19477
original,3556210
original,6508856
original,2487111
original,2009606
original,1559757
original,7315830
original,6156738
original,3432207
original,6171638
original,1881297
original,6083059
original,9212367
original,4529275
original,8519792
original,1135627
original,245300
original,8972618
original,92036
original,5995802
original,6439051
original,853392
original,6015877
original,8670304
original,3662340
original,9579064
original,9378637
original,154692
original,8362101
original,4457335
original,1657888
original,2585917
original,8110129
original,6147560
original,7946258
original,7557845
original,1824964
original,7724922
original,8152513
original,9777117
original,6789408
original,4764812
original,1568146
original,483455
original,4036405
original,8935827
original,2186268
original,4445975
original,2871656
original,4708569
original,3855933
original,2326729
original,6695233
original,8274437
original,3907129
original,95556
original,5399869
original,3469992
original,9944145
original,6139353
original,652755
original,3666344
original,5650352
original,743088
original,59778
original,9483017
original,5003361
original,8075042
original,7706113
original,9901691
original,2173513
original,9787557
original,8910762
original,6913462
original,1011930
original,5862044
original,9468133
original,8280083
original,1785818
original,2951720
original,9548725
original,2082963
original,5962859
original,4256146
original,9670114
original,289134
original,7632285
original,4324660
original,2866069
original,737090
original,9303173
original,3835598
original,4982042
original,1052425
original,6303816
original,777567
original,2716207
original,6552901
original,1749736
original,9958842
original,6721635
original,51707
original,8669441
original,9477571
original,6104128
original,1877145
original,9223482
original,9278101
original,6687666
original,778799
original,7079701
original,879459
original,8249953
original,1822744
original,8167707
original,3843139
original,4447395
original,9240658
original,2361216
original,7446153
original,2567587
original,264237
original,4469353
original,4840351
original,2514719
original,1908911
original,4002981
original,1419920
original,8360777
original,2179441
original,2737946
original,9838074
original,9749844
original,2088062
original,1834907
original,8352110
original,3861774
original,3633795
original,3477084
original,4327802
original,3399752
original,3800986
original,5332889
original,723858
original,44816
original,4138
original,4163960
original,7081905
original,3864044
original,6647463
original,7088166
original,221552
original,8432372
original,1897951
original,5862835
original,8705070
original,9278463
original,9803326
original,2157280
original,808301
original,5476420
original,6296495
original,4346657
original,112935
original,8200252
original,9726914
original,2150205
original,5424441
original,4280650
original,4523535
original,4752989
original,9757999
original,4310518
original,9241937
original,1730085
original,2026110
original,5641379
original,8825150
original,5519948
original,6928887
original,4566701
original,8127333
original,2980672
original,8236781
original,8815282
original,5202413
original,82409
original,7363280
original,6766886
original,8212411
original,5417755
original,5131104
original,3499701
original,1927716
original,9581111
original,9522362
original,5241684
original,5081857
original,5759420
original,9834858
original,5306490
original,6922981
original,7817209
original,4893091
original,3800315
original,6469723
original,6102545
original,2252641
original,344126
original,5107385
original,8074444
original,1137411
original,1670357
original,5939334
original,6393404
original,3330922
original,4155479
original,5709635
original,8686594
original,9242213
original,1315823
original,3433372
original,770692
original,5867504
original,8817353
original,4832091
original,673812
original,2932977
original,7797698
original,6982252
original,9746734
original,6616659
original,3817042
original,4539170
original,4969411
original,536644
original,652416
original,5210307
original,8161562
original,1707542
original,4191896
original,6086932
original,1474620
original,9563454
original,1849395
original,6623063
original,989336
original,5224237
original,3138102
original,5160324
original,7421289
original,8450361
original,5647183
original,5666912
original,9460592
original,4318420
original,5217084
original,9044104
original,3205228
original,5299238
original,8882600
original,6514948
original,4980137
original,6717526
original,8464848
original,4429899
original,3891151
original,9715650
original,1948061
original,7347000
original,6581118
original,5032661
original,898332
original,9268462
original,7603876
original,4025942
original,8551795
original,4703855
original,1562518
original,5248400
original,8556135
original,2744804
original,8299141
original,1587819
original,5182101
original,9908981
original,6541600
original,6356381
original,594557
original,7239914
original,8354207
original,990121
original,1725049
original,7845870
original,483442
original,5272225
original,4109545
original,9809435
original,6622766
original,1751797
original,8486014
original,3452814
original,6870679
original,8038762
original,9410044
original,2891912
original,7355566
original,1609184
original,7913490
original,4798793
original,7337895
original,2328476
original,484273
original,7738866
original,5113728
original,5386159
original,9076940
original,5646895
original,726448
original,70463
original,5450652
original,6852902
original,9521791
original,2866457
original,2430992
original,4314380
original,5301572
original,4911408
original,5116934
original,9548902
original,5595956
original,8425021
original,7903402
original,5890298
original,6866684
original,8027522
original,8953038
original,4860319
original,9304088
original,3641141
original,3381915
original,8430664
original,2148983
original,773952
original,908380
original,4620792
original,1337768
original,3090930
original,6859698
original,1514101
original,1406150
original,8913613
original,1229458
original,9555880
original,6296450
original,7082122
original,6360756
original,4755997
original,1493551
original,3973313
original,2436831
original,8743662
original,3839847
original,1166670
original,680667
original,5319728
original,5410897
original,2014017
original,7084364
original,4022261
original,4637203
original,4675519
original,4894940
original,1999482
original,3649244
original,4614466
original,5846866
original,6182719
original,9910330
original,9854523
original,350067
original,2059385
original,9829854
original,7449194
original,2367322
original,1375645
original,6562877
original,9223048
original,6043995
original,6964705
original,9088503
original,6632142
original,7656495
original,245144
original,3822727
original,1244360
original,7225593
original,4970809
original,3049316
original,6622575
original,7503276
original,9538342
original,7267807
original,2960883
original,906450
original,9871403
original,282140
original,8213062
original,9997403
original,558981
original,8497552
original,1797519
original,3877590
original,7683647
original,3715929
original,4391401
original,2928100
original,1953341
original,973737
original,9521995
original,5433001
original,3902908
original,6671628
original,7903498
original,6062133
original,5698618
original,7640888
original,9084140
original,295866
original,9185665
original,6236893
original,6822603
original,7250569
original,1805518
original,3623425
original,3599537
original,6521689
original,6689558
original,6298941
original,6010224
original,4091685
original,8595960
original,184514
original,6736549
original,9187266
original,1258624
original,5929949
original,7296991
original,9351060
original,4783725
original,6671203
original,2750025
original,7785446
original,5735630
original,2926979
original,2514399
original,955205
original,6666199
original,966649
original,7493971
original,4980939
original,9322656
original,7576126
original,9816597
original,5061500
original,1200532
original,7496287
original,5193378
original,464462
original,4868923
original,7930221
original,6010554
original,4603623
original,7962366
original,274535
original,5140709
original,2480017
original,4816129
original,8207623
original,917472
original,3649279
original,5016239
original,3221131
original,8977182
original,2434138
original,8493535
original,7783874
original,6590828
original,4217690
original,3649886
original,5533326
original,4446460
original,7293708
original,5044080
original,953122
original,4663754
original,4517562
original,6540180
original,8503197
original,1193982
original,9007611
original,8582447
original,6654754
original,506453
original,6548894
original,2507743
original,1555811
original,5077198
original,6184377
original,3845474
original,3924482
original,3232452
original,4947796
original,4290697
original,6886940
original,3812010
original,1478081
original,1570889
original,7373372
original,3071640
original,9934099
original,5253974
original,950922
original,1684449
original,8854198
original,5753371
original,1433284
original,1117374
original,2999610
original,2298756
original,7100052
original,2788107
original,8418865
original,4601731
original,7173877
original,985257
original,1101267
original,418829
original,7040906
original,3438780
original,7517750
original,1546933
original,8713937
original,2956151
original,1227222
original,1543812
original,7831038
original,6835032
original,865256
original,7948745
original,917
original,7304000
original,7150406
original,7068931
original,4473447
original,8650699
original,8791765
original,6876913
original,6139996
original,7557773
original,8637873
original,7737777
original,7554159
original,6565792
original,1384822
original,1807402
original,1949902
original,9523979
original,7505191
original,8717429
original,9048595
original,243877
original,3345026
original,9936027
original,920759
original,1761369
original,5786572
original,9855780
original,7562160
original,8386369
original,1858997
original,4980249
original,9807434
original,4975467
original,1429290
original,5188757
original,2120711
original,521244
original,6271271
original,1399769
original,6913744
original,5919359
original,8876659
original,825782
original,439439
original,1264134
original,6767567
original,5759919
original,1894554
original,5855319
original,7605503
original,7984638
original,947272
original,4914082
original,5730482
original,5941028
original,6600430
original,6343902
original,3119734
original,7748408
original,711943
original,2621158
original,7730484
original,6143243
original,2438064
original,5754640
original,4230207
original,5446441
original,1998173
original,5858204
original,4706797
original,1490017
original,3102641
original,9258054
original,641593
original,9855738
original,1534227
original,2297905
original,4197079
original,2587551
original,4109070
original,1806210
original,3989284
original,6356605
original,8415224
original,4940359
original,9622823
original,3838187
original,4401207
original,6091111
original,1038218
original,8740973
original,7192767
original,4109404
original,8749917
original,4250167
original,3318843
original,9940507
original,9166243
original,9101948
original,7291916
original,278495
original,9219865
original,1846357
original,9711781
original,5917054
original,7880055
original,3030486
original,3980053
original,700033
original,5107742
original,7036278
original,3901403
original,134445
original,1845700
original,8304831
original,6882727
original,871535
original,1742166
original,1035408
original,1461312
original,7627742
original,5053929
original,8885048
original,1471926
original,9840745
original,2873524
original,2742455
original,2269409
original,6013704
original,295599
original,1557009
original,597904
original,116841
original,5907726
original,8558542
original,5826038
original,1135270
original,237068
original,5024592
original,1604243
original,851161
original,4772945
original,9093964
original,1638846
original,4230987
original,9848018
original,7870907
original,8713542
original,1802466
original,2382865
original,9186191
original,464310
original,3714755
original,8945850
original,3127640
original,9156831
original,4303677
original,4098535
original,4753292
original,9560912
original,6227952
original,5673938
original,8009292
original,5108728
original,5060795
original,5769049
original,919134
original,1855797
original,6379515
original,8078886
original,4636440
original,6489759
original,8899770
original,2570725
original,2426277
original,7200987
original,5324852
original,5580509
original,1317621
original,6408929
original,3637967
original,2367893
original,9828959
original,5766140
original,5053127
original,739574
original,4071495
original,325437
original,2091013
original,3681890
original,5991305
original,872834
original,4637370
original,6626379
original,9008304
original,5887774
original,7352132
original,1032499
original,3820888
original,7730302
original,7534504
original,2331348
original,6565269
original,7199107
original,2806284
original,6572531
original,1141452
original,6816080
original,5550560
original,1230796
original,113936
original,4210583
original,7539769
original,4280428
original,2433351
original,2189063
original,2819182
original,9382586
original,447244
original,6252016
original,9227535
original,8471414
original,1278673
original,5168638
original,4115741
original,6778892
original,3457521
original,4684013
original,5044829
original,5683860
original,2438710
original,8887120
original,767442
original,7936627
original,8863886
original,1930440
original,8768201
original,494955
original,5478878
original,9908788
original,5679487
original,4840349
original,1626528
original,6096696
original,2914611
original,1308014
original,2247680
original,6589154
original,2821839
original,298783
original,3602571
original,8340960
original,9526221
original,3879928
original,7039879
original,2115226
original,6962365
original,1340683
original,3630400
original,5994602
original,2854119
original,2673705
original,6307517
original,3597170
original,3305610
original,8841830
original,2088618
original,7596537
original,6922972
original,4400852
original,6759991
original,2593157
original,7058021
original,6119922
original,5575477
original,6919879
original,7759080
original,6662064
original,217314
original,2635122
original,5728394
original,748692
original,2382962
original,3466689
original,1614694
original,8970512
original,4465669
original,3881143
original,4911077
original,1945537
original,7941238
original,8466724
original,8772978
original,3374659
original,519385
original,1572138
original,5180703
original,226256
original,6853878
original,8809147
original,7849453
original,6494290
original,3373307
original,550242
original,7001837
original,3497831
original,2848439
original,5978106
original,8065819
original,8333920
original,8120766
original,2021835
original,9188295
original,6427095
original,6078159
original,3531674
original,7336302
original,6282827
original,8739287
original,6792566
original,6021656
original,6519585
original,8132162
original,2426105
original,4811671
original,9492989
original,6453877
original,7547881
original,5055769
original,6061266
original,8658754
original,5574807
original,4301828
original,6509762
original,544026
original,3942863
original,6243490
original,6484427
original,7221352
original,4472089
original,9778862
original,268449
original,2850774
original,7620958
original,5583281
original,4430675
original,9034883
original,5918806
original,8513199
original,6822255
original,9027712
original,4461213
original,9723257
original,9597076
original,1160152
original,9372275
original,6305236
original,2365885
original,6195196
original,880096
original,2714766
original,2924537
original,1592173
original,1074477
original,1473300
original,6759383
original,297584
original,9794410
original,892015
original,8020497
original,1651348
original,2871259
original,8270562
original,854741
original,3352214
original,2023615
original,3010087
original,4644081
original,8530057
original,5381299
original,3018439
original,135370
original,856636
original,4642681
original,6194868
original,9304612
original,6535223
original,9982394
original,427244
original,3555912
original,5011002
original,4713199
original,9664001
original,2514368
original,2089319
original,5125819
original,792330
original,4474843
original,1742955
original,7312203
original,8654758
original,2786905
original,1845964
original,6734714
original,8878023
original,3503548
original,646012
original,7185115
original,2585181
original,7981512
original,2269798
original,4181726
original,3439289
original,6641620
original,7685815
original,8521267
original,2598475
original,639872
original,3855798
original,4941412
original,2959470
original,936320
original,5010168
original,5422569
original,1647824
original,9539605
original,3383973
original,5810786
original,4125903
original,8821437
original,4411054
original,4314896
original,234000
original,8710745
original,7942992
original,7144013
original,4573957
original,8955118
original,9679502
original,708092
original,7724826
original,1097996
original,8988400
original,9963934
original,4817911
original,4858939
original,6254597
original,668629
original,1171248
original,1383640
original,513953
original,6051865
original,6434323
original,4563653
original,7801402
original,685503
original,8811249
original,337283
original,9966840
original,4777421
original,8779788
original,5696390
original,3699243
original,2497934
original,578110
original,4218346
original,4602606
original,6964203
original,8284578
original,4343699
original,7153314
original,3710879
original,6926767
original,9324391
original,2906492
original,3534150
original,6142314
original,5686321
original,1741888
original,122019
original,1765317
original,179001
original,8202637
original,3245988
original,9073102
original,3127022
original,8982339
original,7045927
original,2416826
original,7780047
original,4290447
original,144771
original,5214636
original,5749593
original,1008923
original,1820908
original,8499970
original,3916533
original,5533831
original,4370602
original,2680990
original,4667592
original,2362854
original,7284268
original,2409409
original,3050999
original,3051622
original,775292
original,3927352
original,2333647
original,3723234
original,6572829
original,9989349
original,189073
original,359281
original,7115972
original,4414011
original,1085610
original,8181932
original,7752342
original,3858884
original,1059165
original,5300101
original,7595959
original,3933817
original,6932973
original,9214571
original,576515
original,4287382
original,2050053
original,5021983
original,759401
original,1985681
original,2561913
original,4067784
original,1549317
original,4262511
original,6625655
original,888698
original,3486142
original,1559657
original,8196906
original,7697808
original,5938271
original,3880323
original,545726
original,2680259
original,7766824
original,8830852
original,7399839
original,490999
original,3189189
original,6200853
original,7622611
original,8796015
original,9259766
original,1303306
original,5489612
original,8809210
original,6567304
original,8445243
original,2343136
original,5568017
original,4422888
original,6424342
original,7128146
original,1720444
original,85166
original,8074308
original,3443571
original,297883
original,6850529
original,756079
original,3633646
original,1443401
original,6770153
original,9004024
original,3011165
original,1186430
original,4155304
original,6915096
original,6710605
original,3809395
original,2659786
original,1160714
original,8701524
original,8737452
original,4322751
original,5248575
original,1612033
original,2931531
original,3324024
original,7123753
original,4875217
original,1414474
original,8741647
original,8050418
original,9750033
original,5620724
original,2957498
original,5244761
original,6199951
original,1569720
original,9516395
original,5181930
original,7496110
original,7643374
original,5134639
original,3571387
original,4914150
original,5282433
original,7738170
original,909210
original,8421374
original,6240327
original,8158470
original,6289270
