dataset_type,value
original,3635999
original,8733878
original,5317017
original,2952589
original,7233751
original,5803587
original,4992593
original,2200205
original,6466557
original,8867738
original,2470294
original,342033
original,5965293
original,185070
original,3385191
original,7811959
original,4842484
original,2412712
original,3045023
original,2245456
original,6874792
original,3862525
original,7913677
original,1730404
original,900441
original,485679
original,3151986
original,2415255
original,8947798
original,3685470
original,5112593
original,9773007
original,380929
original,1823821
original,4207939
original,1649382
original,6309997
original,69064
original,3366854
original,5267826
original,1936249
original,942060
original,8754197
original,5096145
original,6669211
original,5112643
original,8817571
original,9087253
original,8388234
original,9350996
original,4163960
original,6306383
original,1184169
original,2160418
original,3127736
original,3307553
original,6474056
original,9880005
original,2716411
original,7013500
original,9867745
original,8044665
original,6704674
original,4504888
original,6000266
original,8244235
original,7530620
original,6887210
original,865356
original,6412867
original,4738283
original,6921095
original,4190613
original,3028210
original,2549196
original,4645140
original,613595
original,4438940
original,7939172
original,846677
original,5088889
original,9676505
original,2142714
original,4353610
original,5590346
original,8797522
original,3367663
original,3424420
original,6200141
original,8644252
original,589522
original,8211159
original,9596121
original,6522600
original,7006583
original,2063371
original,6494290
original,4796846
original,5369538
original,7600496
original,6479500
original,7627706
original,1238984
original,8971899
original,9290447
original,3212914
original,9477837
original,9162229
original,1226680
original,577823
original,5087574
original,8645261
original,6176755
original,9204076
original,4811331
original,4465753
original,2425732
original,6467552
original,6997439
original,5528269
original,4653129
original,5441985
original,2236711
original,7173447
original,4940077
original,9633105
original,7594568
original,4959784
original,9697411
original,7460749
original,4855279
original,1648868
original,2894463
original,6474524
original,528878
original,3418782
original,7319391
original,1211624
original,7623750
original,8422038
original,3927651
original,9489423
original,9228953
original,9274012
original,4596997
original,7917092
original,8038750
original,6504465
original,9853294
original,6132062
original,2288143
original,764173
original,6032230
original,7451715
original,7190324
original,2890653
original,5873983
original,8493334
original,856495
original,1468073
original,8690185
original,7552171
original,7207269
original,660492
original,9007828
original,3990176
original,2271463
original,8973787
original,2452639
original,3709566
original,773380
original,1337916
original,2309753
original,840281
original,4536929
original,1000609
original,8477523
original,5105526
original,3736467
original,4742440
original,9422417
original,4601189
original,9709203
original,342533
original,2951545
original,8290729
original,6391547
original,6001192
original,1212930
original,7730858
original,739896
original,6367561
original,5071538
original,8461909
original,2042312
original,7439453
original,6074211
original,9747193
original,4232486
original,563397
original,5902414
original,2507429
original,6922790
original,7571074
original,4784116
original,7156700
original,1778557
original,3526814
original,897004
original,1994561
original,5819106
original,2783788
original,9920533
original,326994
original,5631217
original,423817
original,1017069
original,9254466
original,3585256
original,965411
original,6443586
original,4013817
original,9736680
original,1315741
original,9197654
original,1369851
original,8562630
original,526919
original,1710281
original,2465696
original,5635347
original,5269724
original,9509020
original,9428148
original,7083250
original,7861750
original,660959
original,9432484
original,3761082
original,4378647
original,7674352
original,9998528
original,8668013
original,8769925
original,6867440
original,801573
original,7235712
original,1137660
original,4287523
original,4737384
original,6415574
original,1247518
original,8782591
original,2910576
original,7730644
original,8418178
original,7535801
original,208345
original,5715004
original,5204229
original,9032467
original,513852
original,367533
original,6515222
original,675918
original,9952286
original,7634435
original,4966908
original,8803274
original,692289
original,5580146
original,8326319
original,6782182
original,6990378
original,1250283
original,8667139
original,9289405
original,22319
original,9316221
original,8848716
original,9861572
original,411200
original,1207108
original,6937589
original,3577418
original,1168823
original,2759708
original,9450733
original,7323800
original,7375596
original,9444466
original,4517940
original,9349837
original,3823322
original,6511810
original,7915864
original,2395217
original,6578176
original,6422694
original,6437180
original,2636673
original,6555485
original,3723536
original,4169065
original,9536387
original,7540052
original,8531449
original,9911883
original,436363
original,5904689
original,3581123
original,5999676
original,9019355
original,5996903
original,858418
original,5023735
original,89567
original,1866060
original,4648801
original,1453138
original,3947012
original,8241882
original,9247643
original,9119193
original,6243721
original,6688435
original,7838480
original,9467259
original,6058004
original,3237813
original,4878512
original,382314
original,3484195
original,8561300
original,9927607
original,1928282
original,3093679
original,5763197
original,7642315
original,3592081
original,8684789
original,4272738
original,9421809
original,7746083
original,9970855
original,104882
original,1100132
original,5140088
original,698142
original,5400247
original,5094160
original,245117
original,9774615
original,2547321
original,8856288
original,8198142
original,8172419
original,313224
original,9108898
original,8754469
original,940716
original,3475598
original,2819050
original,8367017
original,6102942
original,5003187
original,1593385
original,7666484
original,8509239
original,9245003
original,5893575
original,1329492
original,1940304
original,3095511
original,4068615
original,7992763
original,3825801
original,4177113
original,4393842
original,6342441
original,3754075
original,9845963
original,1353913
original,8649812
original,3417914
original,2156183
original,5286043
original,3016864
original,5479809
original,3159524
original,415886
original,4480768
original,7622250
original,6572593
original,2152482
original,8814815
original,2898587
original,8310462
original,6402344
original,5349698
original,6362965
original,3636793
original,9652262
original,8608496
original,2094616
original,2381141
original,7705315
original,8643556
original,6654438
original,3287804
original,1824154
original,9339502
original,5795568
original,8202975
original,4332252
original,6152495
original,6763807
original,5595799
original,8170370
original,1068954
original,8646055
original,7588990
original,7951652
original,107014
original,9992268
original,7295313
original,5297941
original,6840145
original,1409936
original,1053478
original,2608244
original,7071011
original,1310142
original,7163036
original,322743
original,3352999
original,7616143
original,1424032
original,4890200
original,2757647
original,7664541
original,1652472
original,4169825
original,348097
original,2475623
original,1906987
original,4297450
original,8279461
original,6918075
original,8943889
original,196868
original,7152551
original,7063301
original,8020235
original,5359627
original,7831624
original,1610743
original,3385749
original,4055985
original,9706754
original,2326797
original,796479
original,9586295
original,807798
original,413961
original,4380646
original,9055321
original,5005816
original,9341081
original,7138521
original,5903899
original,9048129
original,1796475
original,4703544
original,855446
original,4157388
original,5429862
original,3722648
original,7833913
original,9032952
original,6629296
original,188876
original,5867918
original,1800642
original,8844931
original,8986033
original,496571
original,1905346
original,9810022
original,7686471
original,990890
original,3758325
original,5707880
original,3074739
original,1098699
original,3521604
original,2305560
original,3402786
original,7311231
original,4632649
original,3969879
original,3674018
original,8105156
original,5604013
original,1893931
original,9454536
original,3731097
original,8845602
original,8587249
original,6790051
original,2118797
original,6841087
original,6029957
original,5536799
original,8124302
original,4454110
original,6562871
original,1480996
original,2959412
original,5742692
original,9943306
original,3708698
original,1503233
original,8083667
original,6293359
original,166416
original,2723853
original,5591558
original,4841294
original,4999055
original,9798247
original,9065409
original,6715775
original,996442
original,7861049
original,1744308
original,3907544
original,4262613
original,1299529
original,8940273
original,2417632
original,3393391
original,3636539
original,5075677
original,8709981
original,7929999
original,3071304
original,1034448
original,2909282
original,3556027
original,2982158
original,4497470
original,879387
original,7973088
original,1255358
original,6065804
original,5075261
original,9136835
original,2731670
original,9787847
original,2942220
original,9492823
original,6255655
original,217501
original,2899323
original,5231896
original,1930696
original,9746711
original,7364339
original,2198076
original,412136
original,8295407
original,42928
original,8870824
original,9934021
original,387855
original,1819028
original,902414
original,5920678
original,9981481
original,6397628
original,7179011
original,7819927
original,6551682
original,5494385
original,6299020
original,7271719
original,6964606
original,8066442
original,218371
original,5517592
original,1666403
original,9697699
original,6067627
original,2904492
original,7380308
original,9484834
original,5307307
original,7238296
original,8483565
original,1281448
original,339460
original,5807039
original,3420093
original,7885436
original,9674055
original,4143190
original,7381506
original,4412395
original,2661540
original,2215134
original,4461864
original,4209555
original,7760322
original,9430358
original,9888084
original,2356615
original,517656
original,6608422
original,1247652
original,8309116
original,710660
original,4237959
original,1137667
original,2240168
original,8651067
original,2195986
original,4611788
original,9370656
original,3609237
original,1948810
original,3306767
original,5604395
original,3963621
original,91897
original,5323965
original,5563876
original,4923662
original,7360130
original,5475334
original,435952
original,6258367
original,3929397
original,9123624
original,4572786
original,1706456
original,3107153
original,1438014
original,4257280
original,144408
original,3946180
original,3238544
original,9430164
original,6813364
original,3472438
original,9284054
original,5390698
original,6021769
original,854224
original,3501120
original,6972527
original,666699
original,6847783
original,6050557
original,653312
original,5486739
original,3949419
original,8449694
original,4380483
original,9640921
original,3329803
original,5422741
original,5152381
original,3131266
original,6988404
original,4421109
original,1703060
original,3751180
original,4089532
original,5747340
original,6112360
original,1490200
original,4935511
original,1113700
original,1977219
original,8033637
original,238242
original,443376
original,3734419
original,3618048
original,4971613
original,77538
original,7216489
original,3884693
original,5305405
original,1642112
original,2226362
original,5176899
original,301970
original,975389
original,281472
original,5326127
original,6035218
original,1656213
original,9169713
original,5120961
original,7648389
original,5731220
original,4705170
original,3103962
original,4278692
original,375102
original,9325724
original,2128059
original,391329
original,3661952
original,3985711
original,4668504
original,9047934
original,107412
original,9065369
original,6444067
original,8160482
original,4133456
original,5306414
original,2718355
original,1321190
original,2922010
original,3351529
original,1363644
original,9668772
original,4580955
original,5410711
original,9714063
original,5091457
original,4958973
original,8773660
original,503771
original,4945097
original,7759084
original,6116126
original,3730870
original,3983648
original,9445043
original,6190995
original,6262344
original,4370853
original,2982581
original,1024017
original,2575058
original,4834310
original,7322107
original,69745
original,88915
original,3095038
original,1288040
original,864348
original,1582571
original,679739
original,3196005
original,6110743
original,2938340
original,5322739
original,9760907
original,905309
original,4267188
original,9110079
original,8643165
original,7224708
original,7933199
original,2213658
original,3469895
original,1501776
original,8168959
original,6662829
original,7773995
original,3075034
original,8016947
original,3565567
original,4886973
original,3370263
original,394283
original,72445
original,8016808
original,2963356
original,2611558
original,6650501
original,183863
original,9594381
original,7023281
original,6083021
original,4497508
original,7289815
original,7392716
original,5929842
original,7412772
original,1591763
original,200660
original,6209794
original,4108596
original,3800336
original,5608048
original,6196878
original,524966
original,1565955
original,9074320
original,5026533
original,4858123
original,9738222
original,2583583
original,5603226
original,9778091
original,4264746
original,4202202
original,6603952
original,4577066
original,1418114
original,3520254
original,6957652
original,9978914
original,2343599
original,1562057
original,2226086
original,9871320
original,9558935
original,500499
original,3682702
original,2665044
original,9963963
original,873174
original,5302262
original,6108776
original,2174248
original,9444195
original,2577988
original,2010598
original,3567577
original,1708798
original,1873126
original,8643786
original,850281
original,5190026
original,2273527
original,4209400
original,4522339
original,2629872
original,1457492
original,5561886
original,6185580
original,308762
original,6875402
original,3528923
original,4322385
original,7215664
original,146451
original,8967494
original,2401316
original,3678589
original,7144556
original,7653804
original,4696854
original,1311664
original,1350162
original,8646761
original,1223137
original,1749197
original,6626314
original,4658224
original,1318866
original,1512618
original,5955790
original,9910780
original,5766344
original,2818076
original,9430205
original,3753796
original,9794709
original,231948
original,8757107
original,6739952
original,5338477
original,206691
original,7009552
original,9063059
original,6170317
original,5520901
original,2563720
original,532639
original,8797472
original,5562572
original,109538
original,1403717
original,3645744
original,6485351
original,1290085
original,6267279
original,2529385
original,7379285
original,8332249
original,1279757
original,86967
original,8541604
original,4753456
original,1323213
original,4199641
original,4179379
original,3496726
original,238913
original,6529254
original,9123302
original,6300530
original,6318363
original,1267173
original,4561171
original,532912
original,7806673
original,2238679
original,2340960
original,9579450
original,5162777
original,8461714
original,617
original,7451020
original,387529
original,1155389
original,1685885
original,4855949
original,557512
original,2023306
original,1675042
original,5575533
original,1488909
original,9683947
original,8081508
original,8700970
original,4455616
original,6197868
original,5547612
original,2997975
original,13302
original,5770402
original,5433577
original,780638
original,1643667
original,4337922
original,4755029
original,7000683
original,612277
original,6141556
original,6570859
original,6091986
original,6496798
original,4968217
original,2093508
original,7092920
original,4018579
original,4889665
original,6317460
original,6042482
original,475710
original,279986
original,2989283
original,1533403
original,6098020
original,1176714
original,958070
original,1621122
original,1424079
original,1166191
original,2597545
original,979712
original,5214570
original,9717360
original,3462551
original,4564102
original,6929913
original,2394405
original,7390702
original,6784814
original,8004925
original,3110984
original,6231397
original,1257448
original,1094880
original,2633631
original,7927321
original,6833412
original,5907002
original,6126140
original,9063216
original,5085085
original,6499397
original,9815993
original,9698750
original,9271228
original,5874110
original,6304526
original,5858560
original,4021119
original,6709884
original,2101778
original,7118655
original,6293748
original,4573240
original,7324715
original,8812409
original,6688491
original,1030593
original,7796728
original,5714873
original,3122971
original,4440826
original,2594171
original,8135098
original,2238997
original,7270556
original,8448201
original,5852640
original,4352708
original,4501036
original,1139067
original,2675238
original,7261095
original,6217370
original,4536189
original,4201965
original,4361565
original,2459082
original,9580747
original,1868418
original,4387405
original,8343374
original,2655794
original,2443625
original,8395112
original,7107699
original,966710
original,5207090
original,5994749
original,6546392
original,7432764
original,2872288
original,6793162
original,1545152
original,2332510
original,4331517
original,327124
original,861129
original,2753583
original,8480085
original,7157432
original,4380239
original,6215692
original,8670706
original,385468
original,2439507
original,2946371
original,864853
original,8587420
original,6925866
original,1219990
original,1322168
original,9356061
original,2259434
original,3341847
original,3401712
original,9335140
original,8169833
original,2292959
original,2370763
original,4221399
original,7569103
original,6027937
original,1167138
original,7256671
original,2897201
original,4291033
original,8574901
original,7023915
original,5317505
original,6812357
original,4784008
original,3259520
original,3206084
original,2370406
original,2338701
original,3822216
original,9018531
original,5687251
original,2908003
original,2881154
original,4078452
original,416918
original,6025461
original,3009810
original,9428034
original,775217
original,4448761
original,6125023
original,4463074
original,4722556
original,5617818
original,8668810
original,2319526
original,166232
original,6438790
original,3513054
original,8108600
original,493441
original,6957700
original,8123853
original,9783075
original,338371
original,5011799
original,7324278
original,1921788
original,954040
original,4186848
original,5535108
original,6578402
original,6016285
original,2336027
original,9027506
original,3919980
original,9851014
original,5706665
original,5251037
original,4767334
original,5469896
original,2629115
original,8699930
original,8207826
original,3921932
original,7060942
original,2750484
original,7302530
original,7992645
original,4257500
original,508370
original,8421008
original,8904201
original,395916
original,8087002
original,9380457
original,1981195
original,2805441
original,3846601
original,2659540
original,1268374
original,9851840
original,2319840
original,7843711
original,4529980
original,3385881
original,8731150
original,2331992
original,6707776
original,7900180
original,8319720
original,5629414
original,4697615
original,6829471
original,1924393
original,3017375
original,4972465
original,8896040
original,6667371
original,9056892
original,6038527
original,5488791
original,7924814
original,9691384
original,2884728
original,4624822
original,2747663
original,230096
original,4116952
original,7720093
original,6751214
original,8072418
original,3873723
original,4152268
original,3146265
original,6929977
original,7416584
original,8686205
original,3147708
original,1906450
original,8552987
original,5331846
original,3845932
original,2814372
original,9108751
original,8643043
original,8430596
original,4642972
original,811250
original,1443478
original,4082437
original,2498464
original,108336
original,6989903
original,6677174
original,7718553
original,6577267
original,594399
original,523931
original,4845592
original,6962453
original,9005372
original,98941
original,6613349
original,9228140
original,123569
original,930135
original,2577838
original,6122034
original,7659958
original,4009766
original,9104404
original,2832736
original,7783888
original,1163731
original,1545679
original,4403025
original,6276489
original,6641425
original,2246384
original,8828029
original,478061
original,2396148
original,1940940
original,3151923
original,3563230
original,3048237
original,9514858
original,5531743
original,7126338
original,8146492
original,1589056
original,7947956
original,5314692
original,8509528
original,8329900
original,8059703
original,9498628
original,4882788
original,7980604
original,7059919
original,2785776
original,4076221
original,6471742
original,6222062
original,7528987
original,4640965
original,1774348
original,6802073
original,3019984
original,2418495
original,2940623
original,2723123
original,5400156
original,9849962
original,3039084
original,8645207
original,4215801
original,1661547
original,8143917
original,7654104
original,3162925
original,4380360
original,4851547
original,4473099
original,9391703
original,5338861
original,7608738
original,6813538
original,8721465
original,1855477
original,5697396
original,1428258
original,3242493
original,487853
original,220075
original,2377513
original,2193996
original,3285789
original,5935475
original,7949215
original,4382226
original,8910613
original,3661632
original,181514
original,8724249
original,4595026
original,4180107
original,8822850
original,7520055
original,2979345
original,192407
original,72306
original,4990629
original,2253378
original,8478462
original,4638277
original,8056779
original,1473150
original,6510502
original,627097
original,8936527
original,6559407
original,8120942
original,654472
original,2776947
original,7074631
original,6230204
original,5273312
original,3094630
original,7440490
original,3841598
original,6698899
original,5916844
original,2453397
original,491340
original,1942502
original,7568714
original,7365822
original,779933
original,9861344
original,9096514
original,8351227
original,5922752
original,6067236
original,7911516
original,8271946
original,9612019
original,6744246
original,5608140
original,3809738
original,7126714
original,3803544
original,9846990
original,4194281
original,4371104
original,6041100
original,728052
original,8239033
original,3958675
original,9122064
original,8706426
original,1772145
original,8698519
original,8374815
original,8690396
original,8900516
original,8191585
original,7774683
original,3901438
original,8606907
original,2596408
original,3232277
original,9865913
original,3432532
original,5245519
original,8999752
original,3418494
original,5706928
original,6159785
original,6576551
original,9394118
original,2738349
original,7537045
original,6467604
original,9321457
original,4325773
original,7878985
original,2385672
original,8801681
original,6137616
original,7050109
original,7491414
original,4887823
original,1430807
original,1777302
original,4767590
original,6148604
original,3472725
original,3248032
original,4606568
original,5555241
original,8303791
original,4383996
original,6020030
original,5397837
original,6095451
original,3134474
original,5152956
original,4178557
original,3946706
original,2353100
original,9583712
original,2377524
original,2046290
original,4456494
original,8717107
original,2961046
original,9453114
original,8239940
original,2005589
original,2459817
original,8115345
original,2820934
original,4273184
original,5461506
original,8395901
original,7932862
original,3206256
original,4168494
original,6709028
original,4353810
original,8668354
original,6463314
original,1164608
original,6190873
original,8945801
original,8566604
original,1299242
original,4484578
original,7307322
original,2212610
original,131460
original,1650516
original,4954980
original,7450962
original,7863972
original,7062099
original,9136518
original,3258848
original,8106097
original,1499909
original,780166
original,8366251
original,6037521
original,5820650
original,7679870
original,5916316
original,6408914
original,5362494
original,4672707
original,8840306
original,931482
original,9187745
original,7656788
original,6102813
original,9423068
original,10248
original,9222028
original,89169
original,1667903
original,3153189
original,8926306
original,2116285
original,6119017
original,2906943
original,3862473
original,5236574
original,1059755
original,7375527
original,7608663
original,91975
original,3762481
original,5970067
original,8350544
original,6407081
original,1755
original,1701364
original,476352
original,3571560
original,7718067
original,3344226
original,4008919
original,3905892
original,1763791
original,4182585
original,8532694
original,6464489
original,9362613
original,2287138
original,7900717
original,9812745
original,6535274
original,2275402
original,2098215
original,4172470
original,7415880
original,8555723
original,2425808
original,3780703
original,1174806
original,2600078
original,5975515
original,2358404
original,1044369
original,3063758
original,3709186
original,478078
original,902196
original,6365416
original,6303446
original,5337138
original,8695411
original,6847881
original,4209877
original,8398162
original,229726
original,2854820
original,7285613
original,7160052
original,13015
original,7213694
original,4043335
original,59617
original,3095354
original,5947832
original,774726
original,9651906
original,5523382
original,4686373
original,521579
original,6375313
original,192830
original,1412612
original,2153387
original,6785677
original,4763449
original,7481515
original,694102
original,6230010
original,7267261
original,6334783
original,1188900
original,8173832
original,1896118
original,2487963
original,6162056
original,539610
original,8086105
original,6197465
original,6699337
original,848057
original,3203359
original,5954538
original,1556399
original,8755335
original,2886551
original,561306
original,4378062
original,4088027
original,8721224
original,521777
original,5491199
original,8980000
original,9090783
original,5024659
original,6234464
original,6775812
original,5007321
original,4873562
original,6052761
original,8423916
original,2555862
original,8867563
original,5037911
original,5399400
original,8340290
original,9325820
original,9257589
original,9166877
original,1433487
original,8441542
original,3807573
original,3372840
original,4576542
original,5594088
original,7921884
original,1823899
original,488830
original,5805803
original,5277910
original,8194414
original,3816647
original,6187941
original,6698725
original,7705602
original,4068225
original,6939396
original,5720508
original,8011727
original,8447332
original,6555775
original,3148133
original,1625379
original,679644
original,8023394
original,8842276
original,8316213
original,2713236
original,4565908
original,7685701
original,5661115
original,2506147
original,280570
original,4617703
original,7537418
original,9704478
original,3223396
original,6341028
original,2795323
original,6375484
original,5345180
original,5776718
original,4509510
original,8424002
original,8841855
original,5435502
original,9273834
original,1189135
original,2259155
original,4541739
original,3157094
original,3919840
original,4839117
original,7502967
original,5306698
original,2993909
original,757044
original,3905081
original,9609627
original,2943909
original,6462769
original,8390284
original,4300398
original,4592802
original,1559191
original,2289527
original,9188416
original,2106583
original,9208410
original,1705873
original,3039257
original,1940124
original,7041607
original,7341099
original,2724996
original,2807527
original,9753982
original,7523438
original,5461004
original,3356217
original,1421143
original,6094371
original,745746
original,9219441
original,3963753
original,2190372
original,2657130
original,4813952
original,3691842
original,2412461
original,1841967
original,1877723
original,3044035
original,4610194
original,140631
original,3433976
original,9306663
original,1638533
original,5380559
original,7940959
original,7990462
original,3044514
original,9345479
original,4666428
original,496644
original,8013962
original,6244969
original,691298
original,8858279
original,4815808
original,1950291
original,3128543
original,3598662
original,9361081
original,1309050
original,5455791
original,493798
original,6505612
original,5812988
original,6389691
original,7565360
original,4882882
original,5252870
original,957644
original,9799524
original,2602034
original,7432366
original,2035424
original,3205599
original,8505053
original,1995020
original,4973444
original,4639037
original,9924992
original,4877530
original,5364789
original,9963379
original,8075906
original,2516306
original,5057215
original,7739058
original,9154433
original,1366320
original,3425487
original,4269779
original,7862434
original,9523540
original,9685923
original,3778463
original,3860213
original,2874341
original,2401460
original,5996890
original,5805761
original,5758829
original,3102374
original,6192373
original,8514213
original,7649063
original,7232402
original,522962
original,5767300
original,8535236
original,5145663
original,7530168
original,1914372
original,3842166
original,6679288
original,7297702
original,4457713
original,5921047
original,1276327
original,7520618
original,3210545
original,1406668
original,8027621
original,4095980
original,5415225
original,4773376
original,3032746
original,9673894
original,9923977
original,8641281
original,7467279
original,3881999
original,8447741
original,8911190
original,7276889
original,1048399
original,2436634
original,8052670
original,8031854
original,2409437
original,6502975
original,1714591
original,3974024
original,5642506
original,9890788
original,3509573
original,8081309
original,5040687
original,9397969
original,3032891
original,8333654
original,327590
original,7621006
original,7834864
original,7592649
original,4952987
original,2289955
original,4892725
original,2952336
original,7492963
original,4673109
original,7678934
original,1722844
original,159765
original,1979683
original,7564523
original,1071263
original,9728909
original,7770641
original,670038
original,2791327
original,2647917
original,8848574
original,9981482
original,8191610
original,2155285
original,9676118
original,1932108
original,964191
original,6470521
original,252572
original,4697639
original,6526311
original,4260012
original,8643977
original,5860812
original,2234487
original,5525776
original,798053
original,42369
original,596880
original,9759595
original,5854041
original,3008374
original,9189285
original,5537700
original,9551166
original,1507588
original,1840251
original,5419285
original,4253788
original,7171618
original,8372755
original,9128708
original,3560254
original,3780843
original,7868606
original,4525991
original,6568592
original,5074376
original,5308063
original,145662
original,2964758
original,5287882
original,2843596
original,4431569
original,9092151
original,5640840
original,2056297
original,9547453
original,2068671
original,751790
original,7173889
original,406138
original,7209044
original,3667931
original,8702899
original,8237783
original,8449239
original,3256389
original,2237877
original,6023932
original,8673820
original,6981603
original,9593929
original,8389178
original,4038386
original,8470344
original,1761428
original,4233225
original,6826045
original,9115011
original,7726974
original,7574277
original,4904665
original,441575
original,7657295
original,4263495
original,540635
original,5888527
original,22053
original,9234096
original,6228412
original,3728704
original,5648400
original,4823408
original,2472843
original,5371271
original,8331583
original,9065146
original,8339487
original,8913610
original,1293041
original,7684504
original,6944940
original,2211464
original,2694322
original,6659942
original,9068092
original,2579952
original,2376807
original,6870332
original,238274
original,2174719
original,1442970
original,3344742
original,5158122
original,1133303
original,5615780
original,477900
original,6584746
original,4786852
original,9079271
original,9953492
original,3627164
original,3230794
original,2316722
original,6685873
original,4950857
original,9683588
original,1832572
original,469303
original,9289048
original,2035936
original,855056
original,41456
original,6562264
original,2542902
original,2203381
original,4860378
original,4835528
original,7293646
original,4900367
original,9472399
original,6641164
original,5365064
original,8949160
original,349001
original,9292642
original,2866548
original,2557359
original,5191375
original,5593489
original,2661234
original,3699253
original,3259470
original,7143182
original,2592650
original,7539111
original,8402025
original,9899310
original,1980285
original,8444051
original,215189
original,6214447
original,8386815
original,7387151
original,8160132
original,8077504
original,6818514
original,1242185
original,1348668
original,113612
original,443318
original,6003223
original,1707542
original,604502
original,5362606
original,4489473
original,4244677
original,9257610
original,9730248
original,8384907
original,146083
original,884315
original,8288790
original,5301146
original,5360727
original,7307661
original,8901813
original,5168660
original,8667696
original,172236
original,3353543
original,946219
original,5428203
original,2034987
original,6720481
original,2860713
original,2053398
original,3353212
original,9132835
original,7246134
original,5550957
original,9416207
original,8401752
original,4188433
original,3575589
original,366099
original,3158546
original,9698828
original,3182608
original,1895117
original,7306269
original,8312111
original,3564074
original,4352092
original,758641
original,293441
original,6572662
original,1602356
original,9151047
original,4805453
original,5964617
original,5080844
original,594173
original,8988087
original,47674
original,1653279
original,8693879
original,5075765
original,203265
original,2342517
original,8788064
original,4302193
original,8274176
original,2130047
original,6648987
original,9186960
original,2832440
original,8993349
original,8550323
original,8155691
original,8674003
original,3956398
original,3809601
original,9349428
original,5928465
original,9310491
original,106371
original,9579561
original,556010
original,2877309
original,4271988
original,2152581
original,3748453
original,1223901
original,2511076
original,8238885
original,9108931
original,3959781
original,5734203
original,1925238
original,7143010
original,7421789
original,4299689
original,5572931
original,9343896
original,4233454
original,3660171
original,5566286
original,8498364
original,481588
original,5455353
original,5523849
original,7432843
original,3539961
original,151957
original,101351
original,4240564
original,2500628
original,6739618
original,702022
original,3092049
original,6066330
original,1241954
original,9199809
original,2464991
original,8421100
original,7560147
original,2206167
original,241495
original,3149415
original,2555003
original,858095
original,6079016
original,4601354
original,1952256
original,683933
original,824308
original,7217945
original,1663100
original,2760878
original,2166536
original,5797640
original,658816
original,4337407
original,159849
original,6203314
original,209816
original,1681884
original,8705490
original,3846865
original,7294456
original,1268026
original,9561372
original,6551207
original,4586759
original,8748677
original,5109164
original,7956660
original,5884779
original,6795576
original,7809285
original,277883
original,9415301
original,2956596
original,5709563
original,13699
original,3587848
original,3326793
original,562631
original,6696447
original,2874710
original,633273
original,5953797
original,326380
original,3322674
original,1178601
original,5798754
original,7340639
original,9428194
original,1686736
original,5164920
original,6721697
original,7481327
original,1556681
original,6576543
original,6747532
original,9241327
original,3257269
original,3389812
original,9805177
original,7148768
original,427189
original,1254696
original,5410607
original,1122734
original,2554545
original,6219893
original,122207
original,1151563
original,1633325
original,9980130
original,2743651
original,9735461
original,3884271
original,2527435
original,3608213
original,2257899
original,9962332
original,5882700
original,2911202
original,2090898
original,7362910
original,601248
original,8791169
original,224094
original,2381880
original,9960847
original,2058602
original,3874949
original,9848845
original,2068762
original,305957
original,8554243
original,4073273
original,2543833
original,7413755
original,6352776
original,4489072
original,5508750
original,9141220
original,6521091
original,8570073
original,2754355
original,6084241
original,9109428
original,8140218
original,3141730
original,684213
original,4131048
original,7300027
original,95324
original,8877571
original,205908
original,2421414
original,8315260
original,6489319
original,3401978
original,2980948
original,6506106
original,8997464
original,3354486
original,3804459
original,1173036
original,8573692
original,2362228
original,938974
original,9446962
original,665664
original,7282615
original,6011101
original,5107367
original,4702226
original,9027543
original,8431274
original,3293598
original,9251343
original,1311823
original,7263003
original,976546
original,3482042
original,2857224
original,381577
original,6484476
original,7961900
original,9785809
original,6482284
original,2613228
original,7320974
original,3934749
original,8922591
original,8600743
original,2889306
original,6534234
original,8782665
original,9062699
original,2484397
original,5799284
original,4759575
original,8418010
original,1895584
original,5518932
original,5236880
original,7902718
original,6274590
original,674698
original,5905627
original,1205823
original,7370827
original,3647106
original,1441640
original,8130265
original,4969985
original,4441227
original,7188263
original,2639105
original,2566760
original,2980220
original,4744376
original,8009197
original,7119603
original,839843
original,1169027
original,5612753
original,9148250
original,5748836
original,3371790
original,7886794
original,8658906
original,2072567
original,5920304
original,8116591
original,6515950
original,3306198
original,8752418
original,5237107
original,5826839
original,1048018
original,9890107
original,6276172
original,2781334
original,3445744
original,5199343
original,2172200
original,8549020
original,2703045
original,6668210
original,7999894
original,7334174
original,7912340
original,7601687
original,1138119
original,7098859
original,1054613
original,5139169
original,2062199
original,7087515
original,414809
original,575985
original,3693165
original,6263672
original,8929633
original,1116430
original,3126663
original,2646754
original,8161751
original,947955
original,5051699
original,9081339
original,9619492
original,6388626
original,3404472
original,5457373
original,8124140
original,7155492
original,9606354
original,3828961
original,3875804
original,2834643
original,3370058
original,9421553
original,9309862
original,1985686
original,4473267
original,8548435
original,9462995
original,6742794
original,3445569
original,585484
original,8409264
original,4351758
original,2157726
original,9897660
original,8446137
original,2774324
original,3252469
original,3152888
original,1489875
original,1712427
original,7143388
original,1901444
original,5649776
original,7506405
original,4342565
original,2161522
original,7967596
original,3404469
original,2435562
original,9779694
original,7571404
original,1053858
original,4704711
original,7355483
original,9061873
original,5997895
original,8277532
original,4866556
original,6001854
original,1644590
original,8242426
original,1471481
original,9468788
original,3260479
original,8745279
original,427531
original,7634211
original,7845514
original,6570420
original,9656261
original,308820
